pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
24497191,Castelnuovo,"Stutz, Françoise",University of Geneva|Stanford University,2014,Role of histone modifications and early termination in pervasive transcription and antisense-mediated gene silencing in yeast; Cryptic Unstable Transcripts (CUTs) mapping,Genome-wide measurement of whole transcriptome versus histone modified mutants,OBI:0001248,ChIP-chip assay,OBI:0000895,total RNA extract,W303,E-MTAB-1316,Castelnuovo_2014_PMID_24497191/track_files/CUTs.GFF3,,transcriptional regulation|histone modification,transcriptome,cryptic_unstable_transcripts,Castelnuovo_2014_CUTs
24497191,Castelnuovo,"Stutz, Françoise",University of Geneva|Stanford University,2014,Role of histone modifications and early termination in pervasive transcription and antisense-mediated gene silencing in yeast; Stable Unannotated Transcripts (SUTs) mapping,Genome-wide measurement of whole transcriptome versus histone modified mutants,OBI:0001248,ChIP-chip assay,OBI:0000895,total RNA extract,W303,E-MTAB-1316,Castelnuovo_2014_PMID_24497191/track_files/SUTs.GFF3,,transcriptional regulation|histone modification,transcriptome,stable_unannotated_transcripts,Castelnuovo_2014_SUTs
24497191,Castelnuovo,"Stutz, Françoise",University of Geneva|Stanford University,2014,Role of histone modifications and early termination in pervasive transcription and antisense-mediated gene silencing in yeast; ORF transcripts,Genome-wide measurement of whole transcriptome versus histone modified mutants,OBI:0001248,ChIP-chip assay,OBI:0000895,total RNA extract,W303,E-MTAB-1316,Castelnuovo_2014_PMID_24497191/track_files/ORF-Ts.GFF3,,transcriptional regulation|histone modification,transcriptome,open_reading_frame_transcripts,Castelnuovo_2014_ORF-Ts
24497191,Castelnuovo,"Stutz, Françoise",University of Geneva|Stanford University,2014,"Role of histone modifications and early termination in pervasive transcription and antisense-mediated gene silencing in yeast. Other transcripts (non-ORF, non-CUTs, non-SUTs)",Genome-wide measurement of whole transcriptome versus histone modified mutants,OBI:0001248,ChIP-chip assay,OBI:0000895,total RNA extract,W303,E-MTAB-1316,Castelnuovo_2014_PMID_24497191/track_files/other.GFF3,,transcriptional regulation|histone modification,transcriptome,other_transcripts,Castelnuovo_2014_other
21697827,van Dijk,"Morillon, Antonin",Institut Curie,2011,"This data file was compiled from the archive ChipSeq.zip provided by the authors (personal communication); contains the genome-wide occupancy of RNA Pol II (RNAP) in the xrn1_delta strain vs WT (log2 ChIP-seq ratio). 996 ORFs were found to have reduced RNAPII occupancy in the xrn1_delta strain by the authors, of which 273 (27%) accumulated antisense XUTs, providing evidence for correlation between sense transcriptional silencing correlating with antisense RNA accumulation.","van Dijk et al. identified a novel class of regulatory non-coding RNAs, comprising of 1658 Xrn1 sensitive unstable transcripts (XUTs) found by strand-specific RNA-seq. The identified XUTs are RNA polymerase II dependent and polyadenylated and of these, 66% were antisense to ORFs.",OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,SRA030505,http://downloads.yeastgenome.org/published_datasets/van_Dijk_2011_PMID_21697827/track_files/van_Dijk_2011_xrn1_vs_WT_log2_ratios_V64.wig,RNA expression profiling,transcription,transcription,xrn1_vs_WT_log2_RNApolII_occupancy,van_Dijk_2011_xrn1_vs_WT_log2_ratios_V64
17392789,Albert,"Pugh, Frank",Penn State,2007,"yeast-nucleosome-predictions-H2AZ-sigma-20.txt provided by the authors at their nucleosome browser: http://h2az.atlas.bx.psu.edu/download and http://h2az.atlas.bx.psu.edu/. This file contains a list of H2A.Z containing nucleosome predictions, as determined from the combined data from two independent sequencing runs by the authors.","Albert et al. sequenced the DNA of 322,000 individual nucleosomes containing the variant H2A.Z to comprehensively map its distribution in budding yeast. ",OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,1643440774-1643611199,http://downloads.yeastgenome.org/published_datasets/Albert_2007_PMID_17392789/track_files/Albert_2007_H2AZ_nucleosome_positions_V64.gff3,chromatin structure,chromatin organization,chromatin organization,H2AZ_Nucleosome_positions,Albert_2005_H2AZ_nucleosome_positions_V64
26258962,Sun,"Hochwagen, Andreas",New York University,2015,Transcription Dynamically Patterns the Meiotic Chromosome-Axis Interfaceò,Sun et al used ChIP-seq to examine genome-wide binding of axis proteins to chromosomes to better understand how structure influences transcription.,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,SK1,GSE69231,http://downloads.yeastgenome.org/published_datasets/Sun_2015_PMID_26258962/track_files/Sun_2015_WT_Hop1-ChIP.bigwig,transcription regulation,chromatin organization,chromatin organization,Hop1-ChIP-seq,Sun_2015_WT_Hop1-ChIP
26258962,Sun,"Hochwagen, Andreas",New York University,2015,Transcription Dynamically Patterns the Meiotic Chromosome-Axis Interfaceò,Sun et al used ChIP-seq to examine genome-wide binding of axis proteins to chromosomes to better understand how structure influences transcription.,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,SK1,GSE69231,http://downloads.yeastgenome.org/published_datasets/Sun_2015_PMID_26258962/track_files/Sun_2015_WT_Smc3-ChIP.bigwig,transcription regulation,chromatin organization,chromatin organization,Smc3-ChIP-seq,Sun_2015_WT_Smc3-ChIP
26258962,Sun,"Hochwagen, Andreas",New York University,2015,Transcription Dynamically Patterns the Meiotic Chromosome-Axis Interfaceò,Sun et al used ChIP-seq to examine genome-wide binding of axis proteins to chromosomes to better understand how structure influences transcription.,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,SK1,GSE69231,http://downloads.yeastgenome.org/published_datasets/Sun_2015_PMID_26258962/track_files/Sun_2015_WT_Red1-ChIP.bigwig,transcription regulation,chromatin organization,chromatin organization,Red1-ChIP-seq,Sun_2015_WT_Red1-ChIP
26258962,Sun,"Hochwagen, Andreas",New York University,2015,Transcription Dynamically Patterns the Meiotic Chromosome-Axis Interfaceò,Sun et al used ChIP-seq to examine genome-wide binding of axis proteins to chromosomes to better understand how structure influences transcription.,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,SK1,GSE69231,http://downloads.yeastgenome.org/published_datasets/Sun_2015_PMID_26258962/track_files/Sun_2015_WT_Rec8-ChIP.bigwig,transcription regulation,chromatin organization,chromatin organization,Rec8-ChIP-seq,Sun_2015_WT_Rec8-ChIP
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h2ak5ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h2ak5ac_0_to_60_mins,Weiner_2015_h2ak5ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h2as129ph; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h2as129ph_0_to_60_mins,Weiner_2015_h2as129ph_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k4ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k4ac_0_to_60_mins,Weiner_2015_h3k4ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k4me; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k4me_0_to_60_mins,Weiner_2015_h3k4me_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k4me2 ; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k4me2_0_to_60_mins,Weiner_2015_h3k4me2_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k4me3; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k4me3_0_to_60_mins,Weiner_2015_h3k4me3_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k9ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k9ac_0_to_60_mins,Weiner_2015_h3k9ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k14ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k14ac_0_to_60_mins,Weiner_2015_h3k14ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k18ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k18ac_0_to_60_mins,Weiner_2015_h3k18ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k23ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k23ac_0_to_60_mins,Weiner_2015_h3k23ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k27ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k27ac_0_to_60_mins,Weiner_2015_h3k27ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k36me; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k36me_0_to_60_mins,Weiner_2015_h3k36me_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k36me2; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k36me2_0_to_60_mins,Weiner_2015_h3k36me2_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k36me3; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k36me3_0_to_60_mins,Weiner_2015_h3k36me3_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k56ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k56ac_0_to_60_mins,Weiner_2015_h3k56ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k79me; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k79me_0_to_60_mins,Weiner_2015_h3k79me_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3k79me3; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3k79me3_0_to_60_mins,Weiner_2015_h3k79me3_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h3s10ph; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h3s10ph_0_to_60_mins,Weiner_2015_h3s10ph_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h4k5ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h4k5ac_0_to_60_mins,Weiner_2015_h4k5ac_0_to_60_mins
25801168,Weiner,"Friedman, Nir",The Hebrew University,2015,High resolution chromosome dynamics time course of h4k8ac; 0 to 60 minutes after daimide addition,Examining chromatin dynamics through genome-wide mapping of 26 histone modifications at 0 4 8 15 30 and 60 minutes after diamide addition using MNase-ChIP,OBI:0000716,ChIP-seq assay,OBI:0001051,DNA extract,S288C,GSE61888,Weiner_2015_PMID_25801168/track_files/,,histone modification,histone modification,h4k8ac_0_to_60_mins,Weiner_2015_h4k8ac_0_to_60_mins
